Annual Net emissions/removals in kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query results for — Party: Australia and 44 other(s) | Year: Base year and 29 other(s) | Category: 1.  Energy and 279 other(s) | Classification: Total for category | Type of value: Net emissions/removals | Gas: CO₂ | Unit: kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Year,Base year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Last Inventory Year (2019)
Party,Category \ Unit,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt
New Zealand,"1.A.2.d  Pulp, Paper and Print",506.1123066,506.1123066,491.4408124,483.0590197,463.3923712,494.0147788,517.2311587,520.4541442,524.2880726,506.3169135,544.0413663,585.147238,569.7445663,499.685401,442.3205926,549.1949713,531.2028643,536.514647,537.2057597,491.9070508,439.5321642,430.720773,436.260617,472.8429209,463.3071639,459.2672672,446.8159648,435.8352137,498.9597646,468.7581003,421.0788654
New Zealand,"1.A.2.e  Food Processing, Beverages and Tobacco",1648.808237,1648.808237,1669.590293,1789.764702,1638.678317,1724.618322,1751.884189,1769.677295,1803.677413,1790.467633,1587.855861,1645.350678,1676.498555,1765.633411,1803.649942,1921.425432,1930.635875,1891.618666,2113.512987,2014.513024,1911.413697,2370.909553,2270.657301,2505.672314,2390.664835,2650.973478,2940.059398,2684.645086,3083.45398,2893.650358,3236.944086
New Zealand,1.A.2.f  Non-metallic Minerals,495.3459855,495.3459855,394.3074758,281.175953,452.3318795,508.0263847,599.0175331,547.81793,582.4278978,546.2179114,559.4966482,566.831614,554.6519375,564.7810778,574.0275632,589.346985,631.156528,594.8689835,724.5321274,643.1958244,459.418736,474.9326541,445.4250768,474.2822194,743.5839073,652.7031606,612.6176184,466.5841655,468.0279398,471.1115476,595.6575712
New Zealand,1.A.2.g  Other,1321.700616,1321.700616,1484.436813,1529.717135,1721.854422,1559.025286,1288.137717,1316.241913,1184.693175,1102.102022,961.5581674,1124.158612,1607.617288,1619.403213,2057.944303,1428.236979,1203.043054,1275.992565,1364.387386,1477.466856,1267.591192,1060.636994,912.8742022,872.7608552,1029.303754,946.3028515,778.4865471,908.3634981,1013.197816,1034.44732,1194.458987
New Zealand,1.A.2.g.i  Manufacturing of Machinery,60.54693149,60.54693149,53.02885252,63.75803414,51.94132637,54.374085,56.8868506,62.29768746,57.8668411,56.17460324,54.14562116,61.53988433,64.2815057,64.28243531,45.02203364,48.05755471,51.36532973,65.21777002,59.9842209,50.67019411,35.72695649,83.61326227,93.77743546,98.19902468,106.566041,55.62145836,32.98880034,34.30153869,30.12084882,24.57333462,25.82566598
New Zealand,1.A.2.g.iii  Mining (Excluding Fuels) and Quarrying,362.1179049,362.1179049,342.8759326,402.6425647,442.5209521,455.3136211,501.019307,488.5328362,468.536154,427.7784034,428.3579089,432.8574547,451.5423497,492.6731764,534.4529139,560.1809817,577.4822599,575.1767048,562.9865063,615.7109218,644.1416399,540.3545462,531.8092399,547.6785151,565.1215214,508.32138,491.5929598,540.6573141,619.6782435,699.0015361,869.7326274
New Zealand,1.A.2.g.v  Construction,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE
New Zealand,1.A.2.g.vi  Textile and Leather,102.1929347,102.1929347,107.6020789,121.7653859,103.1914692,109.7105571,104.2738566,113.7272349,107.8048859,96.5550616,97.53536789,98.41785314,91.05904433,92.45463186,90.05992149,97.43327813,89.27841303,72.81246877,69.8477568,70.00657887,37.33318862,40.36495679,33.17036381,32.74155846,37.14639052,41.15182944,42.79067643,37.42890375,32.8785892,45.43056474,60.88312732
New Zealand,1.A.2.g.viii  Other,796.842845,796.842845,980.9299485,941.55115,1124.200674,939.6270232,625.9577027,651.6841544,550.485294,521.5939538,381.5192695,531.3434197,1000.734389,969.9929692,1388.409434,722.5651643,484.9170515,562.7856217,671.5689024,741.0791611,550.3894071,396.3042282,254.1171631,194.141757,320.4698009,341.2081838,211.1141106,295.9757416,330.5201342,265.4418849,238.0175664
New Zealand,1.A.3  Transport,8575.219457,8575.219457,8568.556567,8939.114889,9399.120338,10066.80147,10738.51872,10882.65034,11113.44309,11332.16204,11626.31409,12180.37299,12251.98533,12715.30291,13259.84633,13562.35173,13648.81104,13787.69941,13908.43834,13952.98951,13779.93557,14195.52953,14226.97805,13981.9832,14185.12985,14299.89132,14889.1783,15126.29567,16108.6928,16484.0166,16070.21576
New Zealand,1.A.3.a  Domestic Aviation,940.3077567,940.3077567,814.9893861,807.2209135,934.0796445,1078.426497,1110.805338,1090.790624,1039.602481,1094.317247,1076.995164,1172.803207,1200.862675,1112.300302,1240.92728,1277.367027,1186.225669,1209.792563,995.8793692,1079.365831,1028.70348,1000.850685,962.9793632,813.0876459,847.4212222,845.6236891,849.206005,924.5848605,988.3732551,1106.979666,1015.248862
New Zealand,1.A.3.b  Road Transportation,7305.447612,7305.447612,7392.398863,7700.359583,8039.48156,8477.198464,9135.333828,9347.901811,9688.17404,9917.502912,10133.11078,10356.33485,10491.16264,11022.54444,11418.43881,11721.3156,11858.06837,12060.31574,12365.318,12389.27414,12254.84373,12753.56883,12780.35423,12678.69393,12768.92546,12949.10733,13431.22974,13741.80546,14654.45903,14956.52748,14559.59246
New Zealand,1.A.3.b.i  Cars,7304.257698,7304.257698,7391.213082,7699.174826,8038.302343,8476.023057,9134.16259,9346.727084,9686.99896,9916.328015,10131.94435,10355.16458,7878.689159,8217.002644,8537.891189,8813.396372,8765.650853,8836.840957,8984.507908,8868.084953,8755.1216,8929.999043,8793.323393,8629.645864,8600.558955,8640.364022,8910.21777,9042.585319,9371.222794,9388.765647,9200.512326
New Zealand,1.A.3.b.ii  Light Duty Trucks,"NO,IE","NO,IE","NO,IE","NO,IE","NO,IE","NO,IE","NO,IE","NO,IE","NO,IE","NO,IE","NO,IE","NO,IE",1510.661366,1627.783857,1688.216524,1710.488442,1817.012225,1910.830691,2021.585333,2124.518649,2150.289974,2360.217916,2478.640473,2545.879768,2651.925688,2769.21056,2925.413761,3155.080816,3639.911529,3838.762827,3752.386316
New Zealand,1.A.3.b.iii  Heavy Duty Trucks and Buses,1.18991397,1.18991397,1.185781612,1.184757295,1.179216882,1.175407161,1.17123726,1.17472656,1.175080146,1.174896468,1.166430619,1.170275619,1050.657034,1125.448286,1138.021665,1140.36222,1212.438333,1237.160616,1276.589073,1303.787602,1253.973021,1367.470153,1414.884779,1411.244254,1422.87912,1443.656411,1500.954357,1447.530713,1552.458641,1635.936075,1512.261753
New Zealand,1.A.3.b.iv  Motorcycles,"NO,IE","NO,IE","NO,IE","NO,IE","NO,IE","NO,IE","NO,IE","NO,IE","NO,IE","NO,IE","NO,IE","NO,IE",51.15507833,52.30964909,54.30943164,57.06856489,62.9669561,75.48347517,82.63568441,92.88293179,95.45913319,95.88172204,93.50558522,91.92404344,93.56169571,95.87634085,94.64385515,96.60861607,90.86606211,93.0629315,94.43206026
New Zealand,1.A.3.c  Railways,78.36267867,78.36267867,102.467971,127.7145148,136.3807143,142.8561079,154.5065092,152.3566745,159.6824977,153.7055854,177.6779493,244.6240959,192.9104325,161.2451458,168.6013638,173.9905196,152.522556,156.3261001,159.3248469,154.7471276,163.1049303,142.3986202,152.1004561,153.118319,147.2134892,142.3283072,138.7513437,129.2035982,111.2721594,120.8573852,126.4416864
New Zealand,1.A.3.d  Domestic Navigation,245.6014099,245.6014099,253.1083464,295.5658781,283.9084193,360.7274055,327.6380405,280.2652272,208.0290727,142.591292,214.8101954,370.9808358,338.6045835,386.6580302,394.913882,355.683588,416.384443,327.5730073,351.4881202,281.7754152,292.8174277,251.8433931,288.5510029,292.1293008,374.6666838,319.0469925,429.3092061,299.1077469,319.7023569,265.0120672,329.1467526
New Zealand,1.A.3.e  Other Transportation,5.5,5.5,5.592,8.254,5.27,7.593,10.235,11.336,17.955,24.045,23.72,35.63,28.445,32.555,36.965,33.995,35.61,33.692,36.428,47.827,40.466,46.868,42.993,44.954,46.903,43.785,40.682,31.594,34.886,34.64,39.786
New Zealand,1.A.3.e.i  Pipeline Transport,5.5,5.5,5.592,8.254,5.27,7.593,10.235,11.336,17.955,24.045,23.72,35.63,28.445,32.555,36.965,33.995,35.61,33.692,36.428,47.827,40.466,46.868,42.993,44.954,46.903,43.785,40.682,31.594,34.886,34.64,39.786
New Zealand,1.A.4  Other Sectors,2790.504864,2790.504864,2611.192681,2783.459748,2463.570931,2807.174332,2755.896967,2679.594025,2744.511148,2841.271819,2896.69196,2965.999904,2986.048134,3111.282417,3369.064038,3324.682343,3419.346556,3362.694619,3207.927748,3064.149462,2873.155606,2640.634561,2703.103151,3012.353527,2906.218621,2977.560207,2946.091418,2772.926784,2840.767125,2692.385414,3188.340441
New Zealand,1.A.4.a  Commercial/Institutional,878.9294966,878.9294966,882.6766889,1024.548508,717.6910005,972.2052559,877.5437263,770.047915,750.1109224,776.8157388,770.4091472,803.4219938,809.0673471,793.3673258,931.7227515,1011.923117,971.6924998,860.9390911,844.3741765,853.9207655,793.5173779,633.9181566,602.1216838,666.2554886,654.3883248,678.8836905,703.4024552,699.3915404,733.9302606,787.7890593,1129.808808
New Zealand,1.A.4.b  Residential,697.9455869,697.9455869,629.797719,552.4053316,525.7405953,543.8958338,514.6907896,506.9601229,500.1071678,519.1079494,544.3202554,641.4410516,639.8593449,639.0384411,660.4050264,710.5173105,676.0974327,702.7661563,631.9009282,560.6468662,642.65703,554.9723622,545.3245088,573.9309668,558.7435209,564.031672,591.7620983,581.880811,615.787791,607.7523325,628.4978202
New Zealand,1.A.4.c  Agriculture/Forestry/Fishing,1213.629781,1213.629781,1098.718273,1206.505908,1220.139335,1291.073242,1363.662451,1402.585987,1494.293058,1545.348131,1581.962558,1521.136858,1537.121442,1678.87665,1776.93626,1602.241916,1771.556624,1798.989372,1731.652643,1649.58183,1436.981198,1451.744042,1555.656958,1772.167072,1693.086776,1734.644845,1650.926865,1491.654433,1491.049074,1296.844022,1430.033812
New Zealand,1.A.4.c.i  Stationary,195.4298427,195.4298427,194.0519082,198.4696419,206.6351672,239.8976777,271.4362977,271.1742082,268.5681921,247.3609907,219.882601,238.7267447,246.040713,252.3815357,242.1444058,235.5630305,307.8946696,369.8040319,335.2017237,335.9612293,226.1934985,305.7581296,329.1350768,471.6878326,444.7074201,318.0205126,371.4150133,275.9793365,420.9551672,326.8840878,364.8459231
New Zealand,1.A.4.c.ii  Off-road Vehicles and Other Machinery,947.2692283,947.2692283,855.5720327,939.1656667,943.3712533,967.7678062,1017.918538,1013.367869,1082.274663,1104.256806,1209.941315,1171.419785,1179.927561,1318.028722,1313.198693,1265.643407,1360.430839,1309.367478,1279.166547,1180.650901,1031.594274,971.0719061,1054.348214,1130.767812,1104.204555,1246.351516,1161.944499,1115.704122,1004.270638,887.3090103,998.6766775
New Zealand,1.A.4.c.iii  Fishing,70.93070994,70.93070994,49.09433244,68.87059946,70.13291465,83.40775864,74.30761493,118.0439102,143.4502031,193.730334,152.1386423,110.9903282,111.1531675,108.4663917,221.5931604,101.0354787,103.231115,119.8178619,117.2843727,132.9696996,179.1934246,174.9140067,172.1736675,169.7114275,144.1748009,170.2728167,117.5673529,99.97097429,65.82326874,82.65092361,66.51121183
New Zealand,1.A.5  Other (Not specified elsewhere),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,1.A.5.a  Stationary,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,1.A.5.b  Mobile,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,Waste Incineration with Energy Recovery included as Biomass,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,Waste Incineration with Energy Recovery included as Fossil Fuels,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,1.AB  Fuel Combustion - Reference Approach,21014.87675,21014.87675,22188.55704,23567.81191,24614.92572,25199.22222,23565.73972,24379.3817,27193.87609,25796.89784,28128.7038,27745.91525,30532.38377,29155.28838,31872.37491,32116.72439,33336.51946,32136.45805,32042.79561,32246.15074,29718.21617,29155.00436,29187.43602,30744.91972,30224.20503,29465.39575,30322.25455,29672.51377,31231.97611,30569.56811,31347.87306
New Zealand,"1.AD  Feedstocks, Reductants and Other Non-energy Use of Fuels",1323.224596,1323.224596,1441.773511,1520.929632,1551.448415,1431.696172,1533.011931,1497.849512,1330.811494,1399.791526,1476.273725,1448.458086,1531.476459,1483.241036,1680.03997,1686.520408,1643.466584,1643.199585,1669.997254,1559.144046,1534.737123,1722.763498,1714.724242,1691.509195,1729.477767,1752.09346,1792.368967,1745.114242,1790.1348,1727.300904,1696.523829
New Zealand,1.B  Fugitive Emissions from Fuels,460.0883243,460.0883243,554.6032774,540.3488575,518.5611472,540.8343289,500.363787,666.5933785,729.6177254,707.7142557,616.1502448,593.2508323,621.5176941,594.1282886,611.2357917,863.3162962,915.239779,960.4003913,1021.404101,1242.223925,1367.92185,1505.806038,1457.531997,1276.83822,1086.025593,1251.284219,1371.165846,1242.342578,1199.352386,1086.80664,1020.863996
New Zealand,1.B.1  Solid Fuels,"NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NE,NA","NO,NA"
New Zealand,1.B.1.a  Coal Mining and Handling,"NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NO,NA"
New Zealand,1.B.1.a.i  Underground Mines,"NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NE,NA","NO,NA"
New Zealand,1.B.1.a.i.1  Mining Activities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,1.B.1.a.i.2  Post-Mining Activities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,1.B.1.a.i.3  Abandoned Underground Mines,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NO
New Zealand,1.B.1.a.ii  Surface Mines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,1.B.1.a.ii.1  Mining Activities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,1.B.1.a.ii.2  Post-Mining Activities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,1.B.1.b  Solid Fuel Transformation,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,1.B.1.c  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,1.B.2  Oil and Natural Gas and Other Emissions from Energy Production,460.0883243,460.0883243,554.6032774,540.3488575,518.5611472,540.8343289,500.363787,666.5933785,729.6177254,707.7142557,616.1502448,593.2508323,621.5176941,594.1282886,611.2357917,863.3162962,915.239779,960.4003913,1021.404101,1242.223925,1367.92185,1505.806038,1457.531997,1276.83822,1086.025593,1251.284219,1371.165846,1242.342578,1199.352386,1086.80664,1020.863996
New Zealand,1.B.2.a  Oil,6.104757835,6.104757835,7.706695737,8.178643434,6.586228611,2.083204479,10.95568756,16.33138665,31.88333665,23.52138327,15.45078925,8.480368052,10.68007816,5.877641502,2.655691312,5.233603798,2.58772854,6.156629584,7.06134306,6.036179889,4.24605488,11.50740573,3.985689652,3.193010074,5.226328802,11.62577518,3.574431721,14.84183238,3.4611116,11.5906798,0.003953711
New Zealand,1.B.2.a.i  Exploration,NO,NO,NO,NO,NO,1.16772E-06,2.20663E-06,3.24555E-06,4.28446E-06,5.32338E-06,6.3623E-06,7.40121E-06,0.00000731,0.00000903,0.00000688,0.00001419,0.00001462,0.0000129,0.00001849,0.00001462,0.00001591,0.00001935,0.00002236,0.00001419,0.00001376,0.00001419,0.0000043,8.60E-07,0.00000301,8.60E-07,0.00000516
New Zealand,1.B.2.a.ii  Production,0.000185275,0.000185275,0.000196064,0.000178665,0.000191008,0.000180731,0.000140253,0.000165222,0.000198903,0.00016595,0.000144545,0.000122815,0.000120255,0.000104998,8.36923E-05,7.85966E-05,7.3524E-05,6.82905E-05,0.000122114,0.000163077,0.000156159,0.000150453,0.00013178,0.000124293,0.000110976,0.000127107,0.00012821,0.000110878,0.000100115,8.3627E-05,7.77125E-05
New Zealand,1.B.2.a.iii  Transport,0.00617256,0.00617256,0.006499673,0.006198102,0.006570936,0.006222581,0.00541177,0.007218184,0.009533463,0.007611994,0.00663834,0.005837836,0.00555059,0.004994141,0.003867406,0.003377678,0.00315383,0.003019768,0.006659159,0.009509006,0.00888281,0.008560002,0.007354774,0.006537955,0.005699931,0.006354024,0.006578176,0.005599848,0.004970268,0.003928408,0.003870839
New Zealand,1.B.2.a.iv  Refining / Storage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,1.B.2.a.v  Distribution of Oil Products,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
New Zealand,1.B.2.a.vi  Other,6.0984,6.0984,7.7,8.172266667,6.579466667,2.0768,10.95013333,16.324,31.8736,23.5136,15.444,8.4744,10.6744,5.872533333,2.651733333,5.230133333,2.584486566,6.153528626,7.054543298,6.026493185,4.237,11.49867593,3.978180737,3.186333637,5.220504134,11.61927985,3.567721036,14.83612079,3.456038208,11.5866669,NO
New Zealand,1.B.2.b  Natural Gas,1.67040161,1.67040161,1.874778294,1.902103141,1.590471428,1.279068197,1.236159574,1.556531747,1.359882321,1.168660927,1.309237511,1.388542958,1.68304919,1.630560309,1.149280027,1.350143886,1.365350225,1.277654405,1.529765363,1.551190716,1.333759854,1.226342464,1.357904416,1.389279741,1.27177319,1.482838186,1.453360054,1.453010645,1.487346778,1.496931606,1.49645973
New Zealand,1.B.2.b.i  Exploration,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE
New Zealand,1.B.2.b.ii  Production,0.206474507,0.206474507,0.222665181,0.236643213,0.233269958,0.242482968,0.205919512,0.252356543,0.243683675,0.23859535,0.238665401,0.220316274,0.227824158,0.219631349,0.196667257,0.188318192,0.189339824,0.182911079,0.177011553,0.15481293,0.1603705,0.16710874,0.151993692,0.162320574,0.168939589,0.201924994,0.191490649,0.199256406,0.191369306,0.181416168,0.193883084
New Zealand,1.B.2.b.iii  Processing,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
New Zealand,1.B.2.b.iv  Transmission and Storage,0.010725,0.010725,0.010725,0.01391715,0.0132132,0.01091805,0.00844935,0.0054171,0.00394875,0.024375,0.0095706,0.0047931,0.0035724,0.0195117,0.02493465,0.01980615,0.0140049,0.01623765,0.0129909,0.02167537,0.02188364,0.019484635,0.079443154,0.042698112,0.021511003,0.038626018,0.050040457,0.019997276,0.010927826,0.064240826,0.021178707
New Zealand,1.B.2.b.v  Distribution,1.453202104,1.453202104,1.641388114,1.651542777,1.34398827,1.025667179,1.021790712,1.298758104,1.112249896,0.905690577,1.06100151,1.163433584,1.451652632,1.39141726,0.92767812,1.142019544,1.162005501,1.078505676,1.339762911,1.374702417,1.151505714,1.039749089,1.126467571,1.184261055,1.081322598,1.242287174,1.211828947,1.233756963,1.285049646,1.251274612,1.28139794
New Zealand,1.B.2.b.vi  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,1.B.2.c  Venting and Flaring,223.7370048,223.7370048,309.6362033,293.4153109,259.9292472,293.3112562,249.8463399,298.5460601,401.2667065,310.8364115,268.520218,233.1809212,340.8645667,271.7102868,332.2789453,577.0670878,649.0964802,647.2900073,739.5245001,789.1898913,752.335142,862.2869123,834.3417362,667.4899634,482.8473369,592.6668841,690.4456948,566.9009915,551.1409908,490.279234,434.3044704
New Zealand,1.B.2.c.i  Venting,109.297,109.297,182.298,195.585,177.595,196.973,186.315,171.87,197.449,152.664,169.258,149.329,207.21,189.037,276.948,530.7361158,608.588,601.869,530.875,428.7878262,415.4609279,484.4077893,498.985626,419.4261002,343.1608087,445.1529066,333.3671402,268.194647,258.4773677,287.0117868,283.0383801
New Zealand,1.B.2.c.i.1  Oil,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE
New Zealand,1.B.2.c.i.2  Gas,109.297,109.297,182.298,195.585,177.595,196.973,186.315,171.87,197.449,152.664,169.258,149.329,207.21,189.037,276.948,530.7361158,608.588,601.869,530.875,428.7878262,415.4609279,484.4077893,498.985626,419.4261002,343.1608087,445.1529066,333.3671402,268.194647,258.4773677,287.0117868,283.0383801
New Zealand,1.B.2.c.i.3  Combined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,1.B.2.c.ii  Flaring,114.4400048,114.4400048,127.3382033,97.83031093,82.33424717,96.33825618,63.53133989,126.6760601,203.8177065,158.1724115,99.26221803,83.85192124,133.6545667,82.67328682,55.33094528,46.330972,40.50848025,45.42100731,208.6495001,360.4020651,336.8742141,377.879123,335.3561102,248.0638632,139.6865283,147.5139774,357.0785545,298.7063445,292.6636232,203.2674472,151.2660903
New Zealand,1.B.2.c.ii.1  Oil,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,3.779736745
New Zealand,1.B.2.c.ii.2  Gas,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE
New Zealand,1.B.2.c.ii.3  Combined,114.4400048,114.4400048,127.3382033,97.83031093,82.33424717,96.33825618,63.53133989,126.6760601,203.8177065,158.1724115,99.26221803,83.85192124,133.6545667,82.67328682,55.33094528,46.330972,40.50848025,45.42100731,208.6495001,360.4020651,336.8742141,377.879123,335.3561102,248.0638632,139.6865283,147.5139774,357.0785545,298.7063445,292.6636232,203.2674472,147.4863536
New Zealand,1.B.2.d  Other,228.57616,228.57616,235.3856,236.8528,250.4552,244.1608,238.3256,350.1594,295.1078,372.1878,330.87,350.201,268.29,314.9098,275.1518751,279.6654607,262.19022,305.6761,273.2884922,445.4466632,610.0068935,630.7853774,617.8466663,604.7659668,596.6801546,645.5087214,675.6923598,659.1467432,643.2629371,583.4397943,585.0591124
New Zealand,1.C  CO₂ Transport and Storage,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,1.C.1  Transport of CO₂,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,1.C.1.a  Pipelines,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,1.C.1.b  Ships,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,1.C.1.c  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,1.C.2  Injection and Storage,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,1.C.2.a  Injection,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,1.C.2.b  Storage,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
